,settlementDate,settlementPeriod,systemSellPrice,systemBuyPrice,netImbalanceVolume
17101,2024-09-21,14,110.0,110.0,136.91198412698412
17102,2024-09-21,15,57.25,57.25,-41.70045634920635
17103,2024-09-21,16,122.5,122.5,311.8354520701058
17104,2024-09-21,17,115.70317362625896,115.70317362625896,252.20050835213033
17105,2024-09-21,18,116.57,116.57,191.50194123737373
17106,2024-09-21,19,116.58224351632617,116.58224351632617,112.74071087962963
17107,2024-09-21,20,115.33,115.33,156.43138888888888
17108,2024-09-21,21,115.71537629529305,115.71537629529305,225.56038095238094
17109,2024-09-21,22,114.71,114.71,142.28144444444445
17110,2024-09-21,23,114.77441021663209,114.77441021663209,140.65222222222224
17111,2024-09-21,24,117.47432751621709,117.47432751621709,143.32876817460317
17112,2024-09-21,25,115.49271454833888,115.49271454833888,165.6545634920635
17113,2024-09-21,26,114.71,114.71,233.23299258333333
17114,2024-09-21,27,115.26666666666667,115.26666666666667,323.6610277777778
17115,2024-09-21,28,96.0,96.0,259.83121430555553
17116,2024-09-21,29,96.0,96.0,165.1071076388889
17117,2024-09-21,30,96.0,96.0,127.67833333333333
17118,2024-09-21,31,57.51,57.51,-58.925555555555555
17119,2024-09-21,32,57.51,57.51,-147.2111230050505
17120,2024-09-21,33,96.0,96.0,158.77494633838384
17121,2024-09-21,34,109.0,109.0,233.2476388888889
17122,2024-09-21,35,120.0,120.0,468.5440357142857
17123,2024-09-21,36,128.00089047195013,128.00089047195013,628.2993475698862
17124,2024-09-21,37,126.5,126.5,561.994761904762
17125,2024-09-21,38,126.28450619410317,126.28450619410317,523.9562786774629
17126,2024-09-21,39,126.5,126.5,414.7289583333333
17127,2024-09-21,40,126.5,126.5,529.3002564102565
17128,2024-09-21,41,96.0,96.0,56.76740231990232
17129,2024-09-21,42,57.91,57.91,-193.59444908395915
17130,2024-09-21,43,57.91,57.91,-200.77862374396136
17131,2024-09-21,44,57.91,57.91,-265.3413393452381
17132,2024-09-21,45,57.91,57.91,-36.072369745671
17133,2024-09-21,46,58.06,58.06,-2.4655172235172236
17134,2024-09-21,47,57.91,57.91,-106.09629801453535
17135,2024-09-21,48,97.00019992003199,97.00019992003199,75.28391770833333
17136,2024-09-22,1,97.00005581291511,97.00005581291511,48.85366638888889
17137,2024-09-22,2,60.0,60.0,-157.32933333333332
17138,2024-09-22,3,62.0,62.0,-98.98998516203704
17139,2024-09-22,4,62.0,62.0,-87.47733333333333
17140,2024-09-22,5,103.9998943643374,103.9998943643374,46.785666666666664
17141,2024-09-22,6,65.0,65.0,-33.05
17142,2024-09-22,7,62.0,62.0,-147.75833333333333
17143,2024-09-22,8,62.0,62.0,-117.65555083333334
17144,2024-09-22,9,104.0,104.0,31.75094271164021
17145,2024-09-22,10,104.0,104.0,16.116834162781664
17146,2024-09-22,11,92.2,92.2,120.80902777777777
17147,2024-09-22,12,88.7,88.7,69.13123402777778
17148,2024-09-22,13,62.0,62.0,-60.91101111111111
17149,2024-09-22,14,52.0,52.0,-191.82614680555557
17150,2024-09-22,15,51.35,51.35,-345.85014077777777
17151,2024-09-22,16,53.0,53.0,-123.92316232462561
17152,2024-09-22,17,51.35,51.35,-262.9377284752285
17153,2024-09-22,18,61.0,61.0,-12.343855218855218
17154,2024-09-22,19,98.00044116025146,98.00044116025146,110.98466666666667
17155,2024-09-22,20,109.85,109.85,352.31218181818184
17156,2024-09-22,21,110.0,110.0,320.5207226851852
17157,2024-09-22,22,109.87234966968197,109.87234966968197,245.2215
17158,2024-09-22,23,110.07,110.07,177.54766666666666
17159,2024-09-22,24,121.26801335970647,121.26801335970647,209.5499885648148
17160,2024-09-22,25,118.0,118.0,203.3073575
17161,2024-09-22,26,117.62,117.62,196.6683888888889
17162,2024-09-22,27,117.9,117.9,149.675
17163,2024-09-22,28,117.53,117.53,27.939166666666665
17164,2024-09-22,29,80.01,80.01,0.0
17165,2024-09-22,30,116.67840084490227,116.67840084490227,89.58555555555556
17166,2024-09-22,31,117.0,117.0,451.69382622222224
17167,2024-09-22,32,120.0,120.0,333.5599853713879
17168,2024-09-22,33,127.0,127.0,432.5935525912698
17169,2024-09-22,34,126.0,126.0,406.64825180555556
17170,2024-09-22,35,126.0,126.0,260.89516791666665
17171,2024-09-22,36,127.0,127.0,383.05033333333336
17172,2024-09-22,37,127.0,127.0,299.0831231884058
17173,2024-09-22,38,127.0,127.0,328.33328525641025
17174,2024-09-22,39,127.0,127.0,204.28079166666666
17175,2024-09-22,40,127.0,127.0,92.94833333333334
17176,2024-09-22,41,135.0,135.0,131.27266458333332
17177,2024-09-22,42,57.82,57.82,-123.02400261408019
17178,2024-09-22,43,105.0,105.0,33.123025
17179,2024-09-22,44,122.15897615119243,122.15897615119243,189.258
17180,2024-09-22,45,109.0,109.0,116.75
17181,2024-09-22,46,125.0,125.0,236.2681225071225
17182,2024-09-22,47,109.00033396415452,109.00033396415452,82.12679906150494
17183,2024-09-22,48,106.0,106.0,39.13188644688645
17184,2024-09-23,1,58.0,58.0,-20.08426282051282
17185,2024-09-23,2,57.85,57.85,-126.14619068732117
17186,2024-09-23,3,55.0,55.0,-192.9033713888889
17187,2024-09-23,4,55.0,55.0,-220.97833333333332
17188,2024-09-23,5,57.9,57.9,-113.45556349206349
17189,2024-09-23,6,94.0,94.0,23.626722967209375
17190,2024-09-23,7,57.0,57.0,-102.65365163962258
17191,2024-09-23,8,57.9,57.9,-75.44242539724165
17192,2024-09-23,9,54.05,54.05,-217.18988224100246
17193,2024-09-23,10,57.5,57.5,-37.29649042735043
17194,2024-09-23,11,105.0,105.0,164.54639442640692
17195,2024-09-23,12,105.50010227040295,105.50010227040295,74.42821085858586
17196,2024-09-23,13,52.01,52.01,-357.59212168943856
17197,2024-09-23,14,54.75,54.75,-483.46050021582283
17198,2024-09-23,15,103.00005853772757,103.00005853772757,46.81993939393939
17199,2024-09-23,16,127.5,127.5,353.2440284722222
17200,2024-09-23,17,104.0,104.0,36.708333333333336
17201,2024-09-23,18,95.0,95.0,155.1861091087963
17202,2024-09-23,19,62.0,62.0,-2.6850555555555555
17203,2024-09-23,20,107.63,107.63,15.483
17204,2024-09-23,21,62.0,62.0,-10.882666666666667
17205,2024-09-23,22,100.0,100.0,56.04202222222222
17206,2024-09-23,23,117.85931809430839,117.85931809430839,177.19966666666667
17207,2024-09-23,24,113.11323079569823,113.11323079569823,124.84822268518519
17208,2024-09-23,25,111.83,111.83,165.016
17209,2024-09-23,26,62.1,62.1,-34.211
17210,2024-09-23,27,62.0,62.0,-95.16214285714285
17211,2024-09-23,28,62.0,62.0,-139.13630952380953
17212,2024-09-23,29,62.25,62.25,-269.55130946428574
17213,2024-09-23,30,62.25,62.25,-380.40465173992675
17214,2024-09-23,31,62.25,62.25,-288.78851037851035
17215,2024-09-23,32,62.31,62.31,-119.44503391534391
17216,2024-09-23,33,169.0,169.0,117.80414862914863
17217,2024-09-23,34,62.34,62.34,-41.781788622016066
17218,2024-09-23,35,63.0,63.0,-562.4156392450143
17219,2024-09-23,36,65.05,65.05,-319.9395888323278
17220,2024-09-23,37,63.03,63.03,-172.49100210314393
17221,2024-09-23,38,159.0,159.0,67.65353535353535
17222,2024-09-23,39,159.0,159.0,48.45952698412698
17223,2024-09-23,40,65.0,65.0,-123.2355093452381
17224,2024-09-23,41,63.0,63.0,-269.88055555555553
17225,2024-09-23,42,63.0,63.0,-158.9369723310486
17226,2024-09-23,43,63.0,63.0,-0.215090625
17227,2024-09-23,44,64.0,64.0,-79.93240740740741
17228,2024-09-23,45,64.0,64.0,-19.21324786324786
17229,2024-09-23,46,110.0,110.0,81.89363852813852
17230,2024-09-23,47,110.0,110.0,116.7286696067821
17231,2024-09-23,48,137.0,137.0,317.0620703505291
17232,2024-09-24,1,108.00051833614098,108.00051833614098,461.79559520743146
17233,2024-09-24,2,120.42,120.42,496.659857008547
17234,2024-09-24,3,120.56,120.56,450.91633333333334
17235,2024-09-24,4,116.0,116.0,488.14746296296295
17236,2024-09-24,5,116.0,116.0,279.79120370370373
17237,2024-09-24,6,110.0,110.0,234.52386572390571
17238,2024-09-24,7,137.0,137.0,299.415732759324
17239,2024-09-24,8,105.0,105.0,147.66511584249085
17240,2024-09-24,9,137.0,137.0,268.0521342592593
17241,2024-09-24,10,64.74008330329872,64.74008330329872,-9.178148148148148
17242,2024-09-24,11,97.56,97.56,37.08436304232804
17243,2024-09-24,12,64.0,64.0,-104.56207341269841
17244,2024-09-24,13,62.0,62.0,-254.47308483312983
17245,2024-09-24,14,64.5,64.5,-123.68719841269841
17246,2024-09-24,15,115.0,115.0,365.69295024591383
17247,2024-09-24,16,105.0,105.0,268.09884111424395
17248,2024-09-24,17,67.89,67.89,-16.008381402844233
17249,2024-09-24,18,103.25,103.25,94.23650111782213
17250,2024-09-24,19,103.25,103.25,146.6009411700244
17251,2024-09-24,20,100.0,100.0,56.43271857142857
17252,2024-09-24,21,79.33,79.33,-115.5725652173913
17253,2024-09-24,22,50.0,50.0,-478.3166675
17254,2024-09-24,23,61.1,61.1,-585.7630555555555
17255,2024-09-24,24,61.1,61.1,-586.5734230769231
17256,2024-09-24,25,66.19,66.19,-681.3053660713183
17257,2024-09-24,26,35.0,35.0,-317.82382928451176
17258,2024-09-24,27,94.0,94.0,90.92495522723264
17259,2024-09-24,28,92.0,92.0,27.415134256854255
17260,2024-09-24,29,72.17,72.17,-72.78990333333333
17261,2024-09-24,30,61.0,61.0,-300.09746863539215
17262,2024-09-24,31,91.9,91.9,4.220533167194162
17263,2024-09-24,32,93.0,93.0,185.12735740877676
17264,2024-09-24,33,104.8,104.8,251.23164365079364
17265,2024-09-24,34,105.0,105.0,206.81517825396824
17266,2024-09-24,35,92.25,92.25,8.388521791783072
17267,2024-09-24,36,38.88,38.88,-116.99587310185186
17268,2024-09-24,37,37.9,37.9,-259.9739170238095
17269,2024-09-24,38,82.78,82.78,-117.6407619047619
17270,2024-09-24,39,112.5,112.5,71.6709145995671
17271,2024-09-24,40,110.0,110.0,172.17724555555554
17272,2024-09-24,41,64.65,64.65,-16.404843888888887
17273,2024-09-24,42,56.3,56.3,-131.6473785974994
17274,2024-09-24,43,49.31984877140844,49.31984877140844,-308.82694444444445
17275,2024-09-24,44,64.7,64.7,-233.4500022826087
17276,2024-09-24,45,94.0,94.0,38.00071482890499
17277,2024-09-24,46,94.0,94.0,63.66602595707071
17278,2024-09-24,47,99.0,99.0,80.31100120772948
17279,2024-09-24,48,99.0,99.0,68.20086853280777
17280,2024-09-25,1,64.7,64.7,-35.7406029040404
17281,2024-09-25,2,64.55,64.55,-210.16875
17282,2024-09-25,3,64.55,64.55,-265.6324703968254
17283,2024-09-25,4,64.55,64.55,-293.6095658970659
17284,2024-09-25,5,64.55,64.55,-343.09301346801345
17285,2024-09-25,6,64.55,64.55,-223.4963258636788
17286,2024-09-25,7,64.55,64.55,-130.81870526669002
17287,2024-09-25,8,64.55,64.55,-170.13703703703703
17288,2024-09-25,9,86.0,86.0,32.888738636363634
17289,2024-09-25,10,64.55,64.55,-89.87816125541126
17290,2024-09-25,11,64.01,64.01,-542.9723879712124
17291,2024-09-25,12,63.5,63.5,-755.8436330567226
17292,2024-09-25,13,61.05,61.05,-782.9052197185675
17293,2024-09-25,14,50.0,50.0,-827.9852676767676
17294,2024-09-25,15,64.55,64.55,-459.98277802937804
17295,2024-09-25,16,109.0,109.0,110.7821173015873
17296,2024-09-25,17,110.79,110.79,88.16938095238095
17297,2024-09-25,18,110.84,110.84,46.4375
17298,2024-09-25,19,64.75,64.75,-51.584
17299,2024-09-25,20,64.75,64.75,-108.72152777777778
17300,2024-09-25,21,46.93,46.93,-137.53541666666666
17301,2024-09-25,22,64.0,64.0,-426.2472222222222
17302,2024-09-25,23,64.76,64.76,-503.96505477855476
17303,2024-09-25,24,75.0,75.0,23.057805066045066
17304,2024-09-25,25,107.6,107.6,82.17272446428571
17305,2024-09-25,26,65.06,65.06,-214.49353878066378
17306,2024-09-25,27,65.05,65.05,-344.56625
17307,2024-09-25,28,65.05,65.05,-222.16422222222224
17308,2024-09-25,29,65.1,65.1,-167.53333333333333
17309,2024-09-25,30,65.3,65.3,-20.683333333333334
17310,2024-09-25,31,65.28,65.28,-28.518796296296298
17311,2024-09-25,32,54.49,54.49,-249.98430555555555
17312,2024-09-25,33,65.3,65.3,-17.054861111111112
17313,2024-09-25,34,120.0,120.0,56.886666582967834
17314,2024-09-25,35,120.0,120.0,70.87343777777778
17315,2024-09-25,36,120.0,120.0,155.7838888888889
17316,2024-09-25,37,116.0,116.0,111.14766666666667
17317,2024-09-25,38,112.56,112.56,53.13433333333333
17318,2024-09-25,39,116.0,116.0,108.91202619949495
17319,2024-09-25,40,120.0,120.0,255.12538
17320,2024-09-25,41,120.0,120.0,25.73690476190476
17321,2024-09-25,42,62.0,62.0,-135.86117424242425
17322,2024-09-25,43,120.0,120.0,219.6673426388889
17323,2024-09-25,44,104.0,104.0,116.32122817460318
17324,2024-09-25,45,65.52,65.52,-112.16837856349207
17325,2024-09-25,46,65.5,65.5,-39.42848006172839
17326,2024-09-25,47,104.0,104.0,396.87792727124184
17327,2024-09-25,48,103.9,103.9,327.6694444444444
17328,2024-09-26,1,96.12,96.12,177.45230447530864
17329,2024-09-26,2,88.94,88.94,57.11434986772487
17330,2024-09-26,3,92.9,92.9,60.91926242236025
17331,2024-09-26,4,99.0,99.0,151.43225953947368
17332,2024-09-26,5,103.9,103.9,450.0121601556093
17333,2024-09-26,6,103.9,103.9,524.7491321629977
17334,2024-09-26,7,102.0,102.0,388.5884113674443
17335,2024-09-26,8,99.0,99.0,208.50987090277778
17336,2024-09-26,9,99.0,99.0,106.27516666666666
17337,2024-09-26,10,99.0,99.0,130.1480462037037
17338,2024-09-26,11,93.9,93.9,35.50555722222222
17339,2024-09-26,12,82.85,82.85,-165.29166666666666
17340,2024-09-26,13,85.47,85.47,-55.513038883134506
17341,2024-09-26,14,86.35,86.35,-57.16619005772006
17342,2024-09-26,15,84.97,84.97,-48.05105186640212
17343,2024-09-26,16,94.75,94.75,-7.397349828643579
17344,2024-09-26,17,49.0,49.0,-116.60238626391465
17345,2024-09-26,18,90.84,90.84,-270.5765626219508
17346,2024-09-26,19,55.0,55.0,-156.11754823454044
17347,2024-09-26,20,65.0,65.0,-293.39278088888886
17348,2024-09-26,21,80.39,80.39,-252.2238425925926
17349,2024-09-26,22,78.1,78.1,-280.8095161574074
17350,2024-09-26,23,72.81,72.81,-11.052617945075758
17351,2024-09-26,24,99.0,99.0,40.96965930555555
17352,2024-09-26,25,99.0,99.0,255.64232132936507
17353,2024-09-26,26,99.0,99.0,424.2443642063492
17354,2024-09-26,27,66.0,66.0,-76.32405060838045
17355,2024-09-26,28,77.62,77.62,-470.2388888888889
17356,2024-09-26,29,74.79,74.79,-415.71035378968253
17357,2024-09-26,30,73.26,73.26,-1.0839912394323672
17358,2024-09-26,31,77.24,77.24,-64.50666637517415
17359,2024-09-26,32,81.16,81.16,-115.23561505208333
17360,2024-09-26,33,84.22,84.22,-172.83333333333334
17361,2024-09-26,34,61.0,61.0,-303.6272850877193
17362,2024-09-26,35,61.0,61.0,-18.228728174603173
17363,2024-09-26,36,52.0,52.0,-15.994722222222222
17364,2024-09-26,37,105.9,105.9,26.154166781477723
17365,2024-09-26,38,105.9,105.9,69.71433338966202
17366,2024-09-26,39,105.9,105.9,38.85972227731835
17367,2024-09-26,40,45.43,45.43,-133.38939771874357
17368,2024-09-26,41,65.98074329299645,65.98074329299645,-222.2886064957265
17369,2024-09-26,42,80.95,80.95,-525.6084458333333
17370,2024-09-26,43,81.0,81.0,-55.77111422102602
17371,2024-09-26,44,101.0,101.0,159.69338743861573
17372,2024-09-26,45,65.5,65.5,-125.36902156241906
17373,2024-09-26,46,6.0,6.0,-340.1517549318182
17374,2024-09-26,47,68.92996602397481,68.92996602397481,-430.34376633635196
17375,2024-09-26,48,-28.48,-28.48,-782.7055555010782
17376,2024-09-27,1,-19.02,-19.02,-403.22025430555556
17377,2024-09-27,2,-18.0,-18.0,-568.884797979798
17378,2024-09-27,3,56.45,56.45,-403.2003787878788
17379,2024-09-27,4,-19.02,-19.02,-418.6269889267677
17380,2024-09-27,5,-5.0,-5.0,-279.1529126984127
17381,2024-09-27,6,-19.02,-19.02,-375.4384763888889
17382,2024-09-27,7,-8.13,-8.13,-269.5308932738095
17383,2024-09-27,8,-8.76,-8.76,-377.45185157407406
17384,2024-09-27,9,-6.67,-6.67,-569.4542328042328
17385,2024-09-27,10,-19.02,-19.02,-586.8689005456349
17386,2024-09-27,11,-19.02,-19.02,-648.2229444444445
17387,2024-09-27,12,-19.02,-19.02,-600.3110832244745
17388,2024-09-27,13,-28.48,-28.48,-793.2141111111112
17389,2024-09-27,14,93.0,93.0,42.373794116809115
17390,2024-09-27,15,-19.02,-19.02,-220.68205423843844
17391,2024-09-27,16,100.99,100.99,162.96846232549856
17392,2024-09-27,17,100.99,100.99,405.31680551767363
17393,2024-09-27,18,99.99,99.99,384.4695647685185
17394,2024-09-27,19,100.8,100.8,738.989071712963
17395,2024-09-27,20,102.0,102.0,905.7018945899471
17396,2024-09-27,21,102.0,102.0,826.3469312103175
17397,2024-09-27,22,98.99,98.99,477.42017446031747
17398,2024-09-27,23,96.0,96.0,148.1725700548801
17399,2024-09-27,24,96.0,96.0,162.77583333333334
17400,2024-09-27,25,96.0,96.0,120.88864430555556
17401,2024-09-27,26,96.0,96.0,161.93418052796227
17402,2024-09-27,27,96.0,96.0,113.31518180555555
17403,2024-09-27,28,95.9,95.9,94.57794523809524
17404,2024-09-27,29,94.9,94.9,25.746070833333334
17405,2024-09-27,30,73.67,73.67,-49.84987049424214
17406,2024-09-27,31,68.17,68.17,-141.46966296626985
17407,2024-09-27,32,73.8,73.8,-53.73421135786859
17408,2024-09-27,33,94.9,94.9,9.646768664021163
17409,2024-09-27,34,52.0,52.0,-68.87858590930784
17410,2024-09-27,35,89.67,89.67,3.042522015947016
17411,2024-09-27,36,96.0,96.0,134.96434553605565
17412,2024-09-27,37,113.0,113.0,292.44660890625
17413,2024-09-27,38,115.0,115.0,327.3194907407407
17414,2024-09-27,39,115.0,115.0,502.460427332702
17415,2024-09-27,40,117.5,117.5,654.1160177020203
17416,2024-09-27,41,115.0,115.0,208.47546125
17417,2024-09-27,42,98.48,98.48,-4.762782702020202
17418,2024-09-27,43,46.2564536576976,46.2564536576976,-167.98521875
17419,2024-09-27,44,45.0,45.0,-184.15841333896395
17420,2024-09-27,45,101.0,101.0,71.78216037384185
17421,2024-09-27,46,107.0,107.0,36.70535622863248
17422,2024-09-27,47,47.0,47.0,-61.39885025793651
17423,2024-09-27,48,40.97,40.97,-129.17266432539682
17424,2024-09-28,1,93.0,93.0,5.435162783189033
17425,2024-09-28,2,92.0,92.0,8.728197513346869
17426,2024-09-28,3,1.0,1.0,-171.3095806451613
17427,2024-09-28,4,-6.087984966979743,-6.087984966979743,-131.15791397849463
17428,2024-09-28,5,-19.02,-19.02,-281.9990806451613
17429,2024-09-28,6,-19.02,-19.02,-296.1260661309524
17430,2024-09-28,7,-19.02,-19.02,-309.5254537826201
17431,2024-09-28,8,2.61,2.61,-153.06000666666668
17432,2024-09-28,9,5.71,5.71,-207.9013888888889
17433,2024-09-28,10,-19.02,-19.02,-308.1247619047619
17434,2024-09-28,11,-19.02,-19.02,-355.6688006178161
17435,2024-09-28,12,-19.02,-19.02,-296.77506479885056
17436,2024-09-28,13,5.0,5.0,-69.1299810777865
17437,2024-09-28,14,102.87,102.87,107.41378218367889
17438,2024-09-28,15,101.87,101.87,55.70493222578347
17439,2024-09-28,16,65.44,65.44,-4.953780138888889
17440,2024-09-28,17,110.0,110.0,47.25
17441,2024-09-28,18,110.0,110.0,77.09064897109886
17442,2024-09-28,19,110.0,110.0,232.35968766276207
17443,2024-09-28,20,107.0,107.0,104.83156541847042
17444,2024-09-28,21,53.68,53.68,-6.195316783846872
17445,2024-09-28,22,51.0,51.0,-103.29092261904762
17446,2024-09-28,23,51.0,51.0,-39.64495526143791
17447,2024-09-28,24,107.0,107.0,38.723958333333336
17448,2024-09-28,25,51.55,51.55,-50.24305555555556
17449,2024-09-28,26,51.75,51.75,-63.72976190476191
17450,2024-09-28,27,51.6,51.6,-285.959375
17451,2024-09-28,28,51.6,51.6,-385.2140366618774
17452,2024-09-28,29,51.6,51.6,-563.3168230654762
17453,2024-09-28,30,51.6,51.6,-379.417465557984
17454,2024-09-28,31,52.0,52.0,-105.6859978934244
17455,2024-09-28,32,107.0,107.0,197.47941176470587
17456,2024-09-28,33,129.0,129.0,234.65833333333333
17457,2024-09-28,34,129.0,129.0,242.31813906045753
17458,2024-09-28,35,122.9999363746262,122.9999363746262,119.03252634298164
17459,2024-09-28,36,130.0,130.0,397.8180606060606
17460,2024-09-28,37,130.0,130.0,285.8272727272727
17461,2024-09-28,38,130.0,130.0,223.26520833333333
17462,2024-09-28,39,129.0,129.0,221.25672900030526
17463,2024-09-28,40,130.0,130.0,257.7048245614035
17464,2024-09-28,41,129.0,129.0,2.6950396825396825
17465,2024-09-28,42,129.0,129.0,62.25313888888889
17466,2024-09-28,43,70.0,70.0,-43.97579151947464
17467,2024-09-28,44,62.5,62.5,-174.630449265873
17468,2024-09-28,45,61.0,61.0,-67.53567945048309
17469,2024-09-28,46,58.87,58.87,-127.49216967352092
17470,2024-09-28,47,55.75,55.75,-150.46249583333332
17471,2024-09-28,48,62.65,62.65,-7.269791666666666
17472,2024-09-29,1,62.65,62.65,-13.002416666666667
17473,2024-09-29,2,95.0,95.0,71.91458333333334
17474,2024-09-29,3,95.0,95.0,25.599264601139602
17475,2024-09-29,4,64.27,64.27,-63.52886904761905
17476,2024-09-29,5,62.66,62.66,-50.33040705191799
17477,2024-09-29,6,62.66,62.66,-101.69270833333333
17478,2024-09-29,7,62.66,62.66,-69.26016666666666
17479,2024-09-29,8,106.72953961169394,106.72953961169394,29.831056839712012
17480,2024-09-29,9,95.0,95.0,76.84583333333333
17481,2024-09-29,10,62.67,62.67,-9.87002380952381
17482,2024-09-29,11,102.0,102.0,131.6218869047619
17483,2024-09-29,12,95.0,95.0,9.638769841269841
17484,2024-09-29,13,62.68,62.68,-212.86902777777777
17485,2024-09-29,14,62.68,62.68,-271.4033333333333
17486,2024-09-29,15,62.6803404858306,62.6803404858306,-47.499284750273674
17487,2024-09-29,16,100.0,100.0,80.20584072249589
17488,2024-09-29,17,107.0,107.0,201.85569444444445
17489,2024-09-29,18,122.0,122.0,228.61041666666668
17490,2024-09-29,19,122.0,122.0,305.4583376388889
17491,2024-09-29,20,122.0,122.0,133.175
17492,2024-09-29,21,119.0,119.0,61.23993819444444
17493,2024-09-29,22,119.26,119.26,105.26158194444444
17494,2024-09-29,23,120.24000528202896,120.24000528202896,262.41246180555555
17495,2024-09-29,24,118.0,118.0,216.7594150378788
17496,2024-09-29,25,105.0,105.0,237.99702100289528
17497,2024-09-29,26,113.95,113.95,301.50854166666664
17498,2024-09-29,27,105.0,105.0,170.57833837045138
17499,2024-09-29,28,105.0,105.0,286.84743645833333
17500,2024-09-29,29,101.0,101.0,282.15728280008636
17501,2024-09-29,30,96.5,96.5,48.7004146215781
17502,2024-09-29,31,101.0,101.0,339.5562991697192
17503,2024-09-29,32,100.95,100.95,254.96101237373736
17504,2024-09-29,33,57.0,57.0,-63.84978611088893
17505,2024-09-29,34,117.5,117.5,61.06305555555556
17506,2024-09-29,35,117.5,117.5,221.75306870590083
17507,2024-09-29,36,119.0,119.0,413.4712614379085
17508,2024-09-29,37,120.75,120.75,894.5531312367725
17509,2024-09-29,38,122.5,122.5,909.9047074294845
17510,2024-09-29,39,117.5,117.5,148.59372886022928
17511,2024-09-29,40,39.11,39.11,-85.47223813652293
17512,2024-09-29,41,10.05,10.05,-206.16591516233765
17513,2024-09-29,42,20.0,20.0,-149.96375740695416
17514,2024-09-29,43,94.9,94.9,43.109680555555556
17515,2024-09-29,44,8.19,8.19,-120.92569069444444
17516,2024-09-29,45,95.0,95.0,40.211320972222225
17517,2024-09-29,46,-19.02,-19.02,-399.97459617573696
17518,2024-09-29,47,-1.46,-1.46,-325.976271043771
17519,2024-09-29,48,-1.46,-1.46,-362.5121151996152
17520,2024-09-30,1,5.0,5.0,-96.15608374384236
17521,2024-09-30,2,5.0,5.0,-42.760306575622124
17522,2024-09-30,3,-2.4304,-2.4304,-200.04705634790255
17523,2024-09-30,4,-6.38,-6.38,-129.9125
17524,2024-09-30,5,85.9,85.9,71.00925189188862
17525,2024-09-30,6,-5.62,-5.62,-4.234008911247042
17526,2024-09-30,7,93.9,93.9,173.9684852307853
17527,2024-09-30,8,-8.04,-8.04,-62.44968253968254
17528,2024-09-30,9,-10.0,-10.0,-224.15401960784314
17529,2024-09-30,10,-8.14,-8.14,-176.77777777777777
17530,2024-09-30,11,9.8,9.8,-216.38781746031745
17531,2024-09-30,12,13.82,13.82,-119.2043293452381
17532,2024-09-30,13,-4.5,-4.5,-107.99915638888889
17533,2024-09-30,14,100.0,100.0,47.40641161616161
17534,2024-09-30,15,108.5,108.5,159.41705548305862
17535,2024-09-30,16,108.40821627735176,108.40821627735176,70.78656892766955
17536,2024-09-30,17,108.5,108.5,83.4739850282207
17537,2024-09-30,18,56.0,56.0,-102.21452521053293
17538,2024-09-30,19,56.0,56.0,-31.746810185185186
17539,2024-09-30,20,10.05,10.05,-101.32197194444444
17540,2024-09-30,21,55.43022367488945,55.43022367488945,-139.12863386363637
17541,2024-09-30,22,57.0,57.0,-103.24166666666666
17542,2024-09-30,23,104.0,104.0,74.91666666666667
17543,2024-09-30,24,104.0,104.0,124.84547619047619
17544,2024-09-30,25,104.75,104.75,550.8011904761905
17545,2024-09-30,26,104.0,104.0,312.17976194444446
17546,2024-09-30,27,104.0,104.0,357.2999997222222
17547,2024-09-30,28,104.0,104.0,224.05421333333334
17548,2024-09-30,29,104.0,104.0,211.85472222222222
17549,2024-09-30,30,60.0,60.0,-111.11120370370371
17550,2024-09-30,31,57.1,57.1,-163.32319444444445
17551,2024-09-30,32,17.5,17.5,-512.583324631651
17552,2024-09-30,33,51.0,51.0,-515.6443664212794
17553,2024-09-30,34,57.01,57.01,-447.8547607160193
17554,2024-09-30,35,57.37,57.37,-418.1225890166546
17555,2024-09-30,36,57.41,57.41,-148.2000277886003
17556,2024-09-30,37,121.0,121.0,147.23208333333332
17557,2024-09-30,38,117.5,117.5,113.21478787878787
17558,2024-09-30,39,121.0,121.0,323.93820238095236
17559,2024-09-30,40,117.5,117.5,78.67368518518518
17560,2024-09-30,41,117.5,117.5,25.040444444444443
17561,2024-09-30,42,58.67,58.67,-56.392359316239315
17562,2024-09-30,43,117.5,117.5,99.17933416666666
17563,2024-09-30,44,57.41,57.41,-121.16655459259259
17564,2024-09-30,45,57.4,57.4,-162.35022573883333
17565,2024-09-30,46,57.4,57.4,-39.568076330671246
17566,2024-09-30,47,62.78,62.78,105.38861047008547
17567,2024-09-30,48,29.5,29.5,-0.4796150329566855
17568,2024-10-01,1,52.88,52.88,374.7567622372931
17569,2024-10-01,2,48.27,48.27,190.79878274365115
17570,2024-10-01,3,44.18,44.18,279.30662301767677
17571,2024-10-01,4,45.37,45.37,279.8856944444444
17572,2024-10-01,5,32.17,32.17,124.12708333333333
17573,2024-10-01,6,27.91,27.91,131.90833333333333
17574,2024-10-01,7,66.8,66.8,315.9
17575,2024-10-01,8,31.03,31.03,329.9166666666667
17576,2024-10-01,9,28.75,28.75,226.075
17577,2024-10-01,10,31.16,31.16,198.09829708333334
17578,2024-10-01,11,104.95,104.95,518.5419150396825
17579,2024-10-01,12,104.95,104.95,290.50494306428953
17580,2024-10-01,13,105.0,105.0,589.1886278195489
17581,2024-10-01,14,109.25,109.25,509.9647717676768
